,id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop,rounded_datetime,rain,temperature_2m,apparent_temperature,relativehumidity_2m,cloudcover,windspeed_10m,is_day
3226,421325,3/18/2022,sexta-feira,15:00:00,SC,101.0,381.5,ICARA,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Múltipla,Reta,Não,4,0,2,0,2,0,2,2,-28.74463394,-49.25548553,SPRF-SC,DEL02-SC,UOP02-DEL02-SC,18/03/2022 15:00:00,0.0,28.9,34.3,73.0,25.0,8.0,1.0
3655,423299,3/28/2022,segunda-feira,17:50:00,MG,50.0,84.0,UBERLANDIA,Chuva,Colisão traseira,Com Vítimas Feridas,Anoitecer,Decrescente,Chuva,Dupla,Reta,Não,4,0,1,0,3,0,1,3,-18.99589703,-48.21049418,SPRF-MG,DEL15-MG,UOP01-DEL15-MG,28/03/2022 18:00:00,0.8,22.5,25.5,89.0,49.0,7.7,1.0
3750,423586,3/30/2022,quarta-feira,9:10:00,BA,242.0,366.5,LENCOIS,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Simples,Reta,Não,1,0,1,0,0,0,1,1,-12.46767097,-41.43877801,SPRF-BA,DEL06-BA,UOP01-DEL06-BA,30/03/2022 09:00:00,0.0,22.5,22.8,70.0,55.0,14.0,1.0
3779,423664,3/31/2022,quinta-feira,5:30:00,RJ,40.0,82.0,PETROPOLIS,Chuva,Tombamento,Com Vítimas Feridas,Amanhecer,Crescente,Chuva,Simples,Curva,Não,2,0,1,0,1,0,1,1,-22.51183137,-43.23076171,SPRF-RJ,DEL06-RJ,UOP02-DEL06-RJ,31/03/2022 06:00:00,0.0,19.3,21.7,92.0,15.0,3.2,0.0
3828,423814,3/31/2022,quinta-feira,13:40:00,MT,163.0,560.5,NOVA MUTUM,Chuva,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,2,0,1,0,1,0,1,2,-14.14789484,-56.09825134,SPRF-MT,DEL01-MT,UOP01-DEL01-MT,31/03/2022 14:00:00,0.1,26.3,30.3,85.0,100.0,12.9,1.0
3829,423816,3/31/2022,quinta-feira,18:00:00,PR,153.0,5.6,JACAREZINHO,Chuva,Colisão frontal,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Simples,Reta,Não,2,0,1,0,1,0,1,2,-23.04288409,-49.92505074,SPRF-PR,DEL07-PR,UOP04-DEL07-PR,31/03/2022 18:00:00,0.4,22.1,23.0,81.0,100.0,16.1,1.0
3906,424070,4/2/2022,sábado,6:30:00,RJ,116.0,197.0,QUEIMADOS,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,-22.72980637,-43.56512004,SPRF-RJ,DEL01-RJ,UOP02-DEL01-RJ,02/04/2022 07:00:00,2.1,22.1,24.3,98.0,100.0,18.0,1.0
3937,424227,4/2/2022,sábado,19:15:00,GO,364.0,220.0,JATAI,Chuva,Saída de leito carroçável,Sem Vítimas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,1,0,0,0,0,1,0,1,-17.845852,-51.918404,SPRF-GO,DEL05-GO,UOP01-DEL05-GO,02/04/2022 19:00:00,0.4,23.2,26.3,83.0,52.0,4.8,0.0
4150,425129,4/7/2022,quinta-feira,14:00:00,GO,20.0,15.0,FORMOSA,Chuva,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Reta,Não,4,3,0,0,1,0,0,2,-15.56764741,-47.23202705,SPRF-DF,DEL02-DF,UOP01-DEL02-DF,07/04/2022 14:00:00,0.0,28.3,29.8,44.0,27.0,9.9,1.0
4212,429950,4/8/2022,sexta-feira,13:30:00,AL,316.0,254.0,PILAR,Chuva,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Chuva,Simples,Rotatória,Sim,2,0,0,0,2,0,0,2,-9.58657444,-35.9567722,SPRF-AL,DEL02-AL,UOP01-DEL02-AL,08/04/2022 14:00:00,0.4,27.4,31.2,75.0,99.0,10.0,1.0
4233,442612,4/10/2022,domingo,5:46:00,ES,101.0,1.6,ICONHA,Chuva,Derramamento de carga,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-20.78765135,-40.78576496,SPRF-ES,DEL04-ES,UOP02-DEL04-ES,10/04/2022 06:00:00,0.3,23.9,28.8,94.0,43.0,4.1,1.0
4303,442906,4/11/2022,segunda-feira,13:02:00,GO,40.0,139.3,CRISTALINA,Chuva,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,Não,3,0,0,1,2,0,1,2,-16.952006,-47.288372,SPRF-DF,DEL01-DF,UOP04-DEL01-DF,11/04/2022 13:00:00,0.1,28.7,32.0,56.0,79.0,4.2,1.0
4522,443806,4/14/2022,quinta-feira,22:00:00,SP,116.0,300.0,SAO LOURENCO DA SERRA,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Desvio Temporário,Não,1,0,1,0,0,0,1,1,-23.80425272,-46.92143625,SPRF-SP,DEL04-SP,UOP01-DEL04-SP,14/04/2022 22:00:00,0.1,15.4,13.9,98.0,100.0,21.7,0.0
4589,444214,4/17/2022,domingo,6:45:00,RJ,40.0,96.0,DUQUE DE CAXIAS,Chuva,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,2,0,1,1,0,0,2,2,-22.56876595,-43.27693723,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ,17/04/2022 07:00:00,0.0,17.1,18.7,97.0,22.0,5.2,1.0
4622,444477,3/10/2022,quinta-feira,19:40:00,PR,277.0,332.4,GUARAPUAVA,Chuva,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Não Informado,Não,2,0,0,1,0,1,1,2,-25.36964786,-51.32653697,SPRF-PR,DEL08-PR,UOP01-DEL08-PR,10/03/2022 20:00:00,0.3,20.2,22.9,96.0,100.0,5.8,0.0
4802,445176,4/21/2022,quinta-feira,9:00:00,SC,282.0,588.0,SAUDADES,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,1,0,0,0,0,1,0,1,-26.826273,-53.052547,SPRF-SC,DEL07-SC,UOP02-DEL07-SC,21/04/2022 09:00:00,0.0,20.6,21.8,72.0,39.0,4.1,1.0
4950,445969,1/28/2022,sexta-feira,4:00:00,SP,116.0,347.1,MIRACATU,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Curva,Não,1,0,0,1,0,0,1,1,-24.04699491,-47.19706111,SPRF-SP,DEL04-SP,UOP02-DEL04-SP,28/01/2022 04:00:00,1.0,21.3,24.3,98.0,100.0,9.7,0.0
5112,446526,4/28/2022,quinta-feira,16:15:00,PE,101.0,74.1,RECIFE,Chuva,Eventos atípicos,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Sim,1,0,0,1,0,0,1,1,-8.10146485,-34.94901577,SPRF-PE,DEL01-PE,UOP01-DEL01-PE,28/04/2022 16:00:00,0.0,26.2,29.6,84.0,54.0,16.3,1.0
5254,447208,4/23/2022,sábado,20:30:00,AL,316.0,263.3,SATUBA,Chuva,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,1,0,0,0,0,1,0,1,-9.58758215,-35.878014,SPRF-AL,DEL02-AL,UOP01-DEL02-AL,23/04/2022 21:00:00,0.2,25.2,29.8,86.0,67.0,4.9,0.0
5298,447398,5/2/2022,segunda-feira,15:30:00,PR,476.0,200.0,LAPA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Sim,3,0,2,0,1,0,2,1,-25.77438,-49.755112,SPRF-PR,DEL02-PR,UOP04-DEL02-PR,02/05/2022 16:00:00,3.7,20.5,21.7,83.0,69.0,10.5,1.0
5307,447435,5/2/2022,segunda-feira,11:20:00,AL,101.0,122.0,SAO MIGUEL DOS CAMPOS,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,1,0,0,0,1,0,0,1,-9.69770906,-36.03230431,SPRF-AL,DEL02-AL,UOP01-DEL02-AL,02/05/2022 11:00:00,1.0,27.0,31.7,78.0,100.0,5.2,1.0
5312,447462,5/2/2022,segunda-feira,21:15:00,SC,101.0,251.9,PAULO LOPES,Chuva,Colisão com objeto,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Dupla,Reta,Sim,2,1,0,0,1,0,0,2,-27.9570537,-48.67683113,SPRF-SC,DEL02-SC,UOP03-DEL02-SC,02/05/2022 21:00:00,1.6,16.9,16.6,90.0,100.0,14.1,0.0
5386,447717,4/21/2022,quinta-feira,22:40:00,SC,282.0,411.8,CATANDUVAS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Não Informado,Não,1,0,1,0,0,0,1,1,-27.059853,-51.678147,SPRF-SC,DEL07-SC,UOP05-DEL07-SC,21/04/2022 23:00:00,0.6,15.0,14.2,85.0,64.0,10.8,0.0
5396,447771,5/4/2022,quarta-feira,19:00:00,RJ,116.0,295.7,PORTO REAL,Chuva,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Chuva,Dupla,Reta,Não,2,1,0,0,1,0,0,2,-22.44937197,-44.32171194,SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ,04/05/2022 19:00:00,0.4,23.0,26.1,80.0,30.0,3.7,0.0
5540,448423,5/7/2022,sábado,22:40:00,BA,101.0,853.0,TEIXEIRA DE FREITAS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,1,0,0,1,0,0,1,1,-17.54578203,-39.71874195,SPRF-BA,DEL09-BA,UOP02-DEL09-BA,07/05/2022 23:00:00,0.0,22.5,24.8,86.0,88.0,10.4,0.0
5689,449086,3/20/2022,domingo,18:50:00,RJ,116.0,237.0,PIRAI,Chuva,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Não,2,0,0,0,2,0,0,2,-22.6648253,-43.8735,SPRF-RJ,DEL07-RJ,UOP01-DEL07-RJ,20/03/2022 19:00:00,18.3,21.0,22.4,91.0,100.0,15.9,0.0
5703,449139,2/14/2022,segunda-feira,2:30:00,GO,20.0,142.5,ALVORADA DO NORTE,Chuva,Colisão transversal,Sem Vítimas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,2,0,0,0,1,1,0,2,-14.759251,-46.671932,SPRF-DF,DEL02-DF,UOP03-DEL02-DF,14/02/2022 03:00:00,0.1,20.8,24.6,99.0,66.0,2.4,0.0
5738,449250,5/11/2022,quarta-feira,17:30:00,GO,153.0,498.0,GOIANIA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Curva,Sim,4,0,3,0,1,0,3,2,-16.6939,-49.2321,SPRF-GO,DEL01-GO,UOP01-DEL01-GO,11/05/2022 18:00:00,0.0,25.7,26.3,48.0,42.0,4.7,0.0
5826,449623,5/13/2022,sexta-feira,14:45:00,RN,226.0,85.6,TANGARA,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Não Informado,Não,2,0,2,0,0,0,2,1,-6.20721854,-35.81327314,SPRF-RN,DEL03-RN,UOP02-DEL03-RN,13/05/2022 15:00:00,0.2,26.7,30.1,79.0,61.0,13.2,1.0
5887,449931,5/14/2022,sábado,18:45:00,BA,101.0,611.2,MASCOTE,Chuva,Eventos atípicos,Com Vítimas Fatais,Plena Noite,Crescente,Chuva,Simples,Não Informado,Não,3,2,0,0,1,0,0,2,-15.59104506,-39.42632675,SPRF-BA,DEL05-BA,UOP02-DEL05-BA,14/05/2022 19:00:00,0.0,23.2,26.0,85.0,51.0,8.7,0.0
5922,450134,5/15/2022,domingo,11:30:00,MG,365.0,372.0,PATOS DE MINAS,Chuva,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,2,0,2,0,0,0,2,2,-18.52680796,-46.14524208,SPRF-MG,DEL10-MG,UOP01-DEL10-MG,15/05/2022 12:00:00,0.0,25.2,25.4,48.0,100.0,8.4,1.0
6003,450488,5/17/2022,terça-feira,18:00:00,BA,101.0,817.0,ITAMARAJU,Chuva,Capotamento,Com Vítimas Feridas,Anoitecer,Crescente,Garoa/Chuvisco,Simples,Curva,Não,5,0,1,0,4,0,1,2,-17.08545179,-39.57139961,SPRF-BA,DEL09-BA,UOP02-DEL09-BA,17/05/2022 18:00:00,0.0,27.6,30.2,67.0,28.0,11.5,0.0
6086,450809,5/19/2022,quinta-feira,19:40:00,BA,116.0,251.0,QUIJINGUE,Chuva,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,-10.78390597,-38.89043294,SPRF-BA,DEL07-BA,UOP02-DEL07-BA,19/05/2022 20:00:00,4.3,23.2,27.6,96.0,100.0,5.7,0.0
6320,451821,5/24/2022,terça-feira,22:10:00,RN,101.0,104.0,PARNAMIRIM,Chuva,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Múltipla,Reta,Sim,6,0,5,0,1,0,5,2,-5.892745,-35.257225,SPRF-RN,DEL01-RN,UOP01-DEL01-RN,24/05/2022 22:00:00,0.3,23.9,27.7,91.0,90.0,8.5,0.0
6322,451825,5/24/2022,terça-feira,21:00:00,PE,424.0,47.6,VENTUROSA,Chuva,Derramamento de carga,Sem Vítimas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Não Informado,Não,2,0,0,0,2,0,0,1,-8.69835023,-36.78668889,SPRF-PE,DEL03-PE,UOP01-DEL03-PE,24/05/2022 21:00:00,0.1,19.8,21.0,97.0,100.0,15.5,0.0
6422,452158,5/26/2022,quinta-feira,9:30:00,BA,101.0,612.0,MASCOTE,Chuva,Eventos atípicos,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Não Informado,Não,3,1,0,1,1,0,1,2,-15.73339108,-39.47437588,SPRF-BA,DEL05-BA,UOP02-DEL05-BA,26/05/2022 10:00:00,0.1,23.4,24.9,76.0,38.0,13.0,1.0
6554,452754,5/29/2022,domingo,17:45:00,SC,101.0,210.8,SAO JOSE,Chuva,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,-27.6167305,-48.6457265,SPRF-SC,DEL01-SC,UOP01-DEL01-SC,29/05/2022 18:00:00,3.1,18.6,20.9,95.0,67.0,3.7,0.0
6605,453000,4/11/2022,segunda-feira,12:15:00,MG,251.0,478.8,FRANCISCO SA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Sim,6,0,1,4,1,0,5,3,-16.46906162,-43.49357156,SPRF-MG,DEL12-MG,UOP01-DEL12-MG,11/04/2022 12:00:00,0.1,30.7,34.5,46.0,86.0,4.7,1.0
6689,453341,6/1/2022,quarta-feira,18:30:00,PR,476.0,134.0,CURITIBA,Chuva,Queda de ocupante de veículo,Com Vítimas Fatais,Anoitecer,Crescente,Chuva,Dupla,Reta,Sim,2,1,0,0,1,0,0,2,-25.476524,-49.259937,SPRF-PR,DEL01-PR,UOP03-DEL01-PR,01/06/2022 19:00:00,0.2,12.8,12.8,99.0,100.0,6.0,0.0
6747,453538,6/2/2022,quinta-feira,17:50:00,RJ,40.0,91.0,PETROPOLIS,Chuva,Tombamento,Sem Vítimas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Curva,Não,1,0,0,0,1,0,0,1,-22.54903566,-43.24229724,SPRF-RJ,DEL06-RJ,UOP02-DEL06-RJ,02/06/2022 18:00:00,0.2,19.4,21.3,92.0,100.0,6.9,0.0
6924,454329,6/6/2022,segunda-feira,18:00:00,RS,285.0,458.6,IJUI,Chuva,Colisão traseira,Com Vítimas Feridas,Anoitecer,Decrescente,Chuva,Simples,Reta,Sim,22,0,2,0,20,0,2,5,-28.4097,-53.9032,SPRF-RS,DEL10-RS,UOP01-DEL10-RS,06/06/2022 18:00:00,0.3,16.5,17.7,96.0,91.0,5.5,0.0
6948,454439,6/7/2022,terça-feira,10:30:00,SP,116.0,567.0,BARRA DO TURVO,Chuva,Eventos atípicos,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-25.0475499,-48.55355172,SPRF-SP,DEL05-SP,UOP02-DEL05-SP,07/06/2022 11:00:00,0.7,17.5,19.8,99.0,100.0,2.9,1.0
6953,454460,6/7/2022,terça-feira,9:40:00,PR,376.0,591.0,CURITIBA,Chuva,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-25.45999605,-49.35895013,SPRF-PR,DEL01-PR,UAP06-DEL01-PR,07/06/2022 10:00:00,2.0,14.9,15.3,99.0,100.0,7.6,1.0
7046,454799,6/9/2022,quinta-feira,7:58:00,PB,230.0,42.1,SANTA RITA,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Sim,2,0,0,0,1,1,0,1,-7.1432,-34.9869,SPRF-PB,DEL01-PB,UOP03-DEL01-PB,09/06/2022 08:00:00,0.0,24.5,28.8,91.0,100.0,7.4,1.0
7051,454824,5/27/2022,sexta-feira,14:15:00,RN,101.0,104.0,PARNAMIRIM,Chuva,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Chuva,Múltipla,Curva,Sim,1,0,0,0,1,0,0,1,-5.892745,-35.257225,SPRF-RN,DEL01-RN,UOP01-DEL01-RN,27/05/2022 14:00:00,0.4,25.5,27.4,84.0,100.0,22.5,1.0
7296,455950,6/15/2022,quarta-feira,10:20:00,PE,232.0,291.0,SERTANIA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,2,0,2,0,0,0,2,1,-8.29907379,-37.3757158,SPRF-PE,DEL04-PE,UOP02-DEL04-PE,15/06/2022 10:00:00,0.9,21.1,21.8,90.0,100.0,19.9,1.0
7404,456508,6/18/2022,sábado,8:17:00,MT,364.0,445.9,VARZEA GRANDE,Chuva,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,3,0,2,0,1,0,2,2,-15.623247,-56.20528892,SPRF-MT,DEL01-MT,UOP02-DEL01-MT,18/06/2022 08:00:00,0.0,21.2,23.8,96.0,100.0,10.2,1.0
7456,456845,6/19/2022,domingo,22:30:00,ES,101.0,289.0,CARIACICA,Chuva,Queda de ocupante de veículo,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Dupla,Reta,Sim,2,1,0,0,1,0,0,2,-20.28029304,-40.39302931,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,19/06/2022 23:00:00,0.0,19.5,20.5,93.0,44.0,13.8,0.0
7663,457641,6/24/2022,sexta-feira,3:00:00,RS,386.0,154.5,ALMIRANTE TAMANDARE DO SUL,Chuva,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Chuva,Dupla,Desvio Temporário,Não,1,0,0,0,1,0,0,1,-28.111137,-52.860538,SPRF-RS,DEL08-RS,UOP01-DEL08-RS,24/06/2022 03:00:00,0.0,16.1,16.6,99.0,100.0,10.9,0.0
7829,458464,1/20/2022,quinta-feira,21:30:00,MT,364.0,600.0,DIAMANTINO,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,1,0,0,1,0,0,1,1,-14.50980608,-56.2257026,SPRF-MT,DEL01-MT,UOP01-DEL01-MT,20/01/2022 22:00:00,0.0,24.8,28.2,78.0,31.0,5.1,0.0
8822,462498,7/18/2022,segunda-feira,22:00:00,PR,116.0,40.0,CAMPINA GRANDE DO SUL,Chuva,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Não,3,0,1,0,2,0,1,2,-25.16445203,-48.86237697,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,18/07/2022 22:00:00,0.9,13.4,13.8,99.0,100.0,4.7,0.0
9050,463285,5/30/2022,segunda-feira,18:15:00,SP,153.0,312.1,RIBEIRAO DO SUL,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,-22.68670602,-49.88953938,SPRF-SP,DEL07-SP,UOP03-DEL07-SP,30/05/2022 18:00:00,0.0,20.7,22.5,94.0,49.0,13.1,0.0
9631,465748,8/3/2022,quarta-feira,19:45:00,PB,116.0,12.6,CACHOEIRA DOS INDIOS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Não Informado,Não,1,0,0,1,0,0,1,1,-6.993578,-38.746815,SPRF-CE,DEL05-CE,UOP03-DEL05-CE,03/08/2022 20:00:00,0.0,24.6,25.0,68.0,100.0,18.5,0.0
9903,466978,8/9/2022,terça-feira,13:00:00,MS,163.0,687.0,RIO VERDE DE MATO GROSSO,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,4,0,2,0,2,0,2,1,-18.86803903,-54.82781994,SPRF-MS,DEL06-MS,UOP01-DEL06-MS,09/08/2022 13:00:00,0.6,20.8,22.2,94.0,100.0,15.6,1.0
9928,467078,8/10/2022,quarta-feira,6:00:00,SC,101.0,144.0,ITAPEMA,Chuva,Eventos atípicos,Com Vítimas Feridas,Amanhecer,Decrescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-27.0732659,-48.59672716,SPRF-SC,DEL04-SC,UOP03-DEL04-SC,10/08/2022 06:00:00,5.3,15.4,9.8,87.0,100.0,45.5,0.0
10321,468738,8/17/2022,quarta-feira,22:30:00,SC,116.0,104.6,MONTE CASTELO,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,-26.742656,-50.31436699,SPRF-SC,DEL06-SC,UOP02-DEL06-SC,17/08/2022 23:00:00,0.2,15.9,15.9,96.0,100.0,12.9,0.0
10474,469454,8/17/2022,quarta-feira,22:00:00,PR,153.0,506.0,GENERAL CARNEIRO,Chuva,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,2,0,0,1,1,0,1,2,-26.53294408,-51.37447357,SPRF-PR,DEL02-PR,UOP03-DEL02-PR,17/08/2022 22:00:00,1.1,14.4,14.0,99.0,100.0,12.4,0.0
10587,469923,8/23/2022,terça-feira,21:32:00,SE,101.0,177.5,UMBAUBA,Chuva,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Chuva,Simples,Reta,Não,3,1,0,0,2,0,0,2,-11.358037,-37.61891899,SPRF-SE,DEL02-SE,UOP03-DEL02-SE,23/08/2022 22:00:00,0.3,20.6,22.3,92.0,76.0,12.4,0.0
10593,469939,8/24/2022,quarta-feira,0:15:00,RJ,101.0,116.0,CAMPOS DOS GOYTACAZES,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Curva,Não,2,0,2,0,0,0,2,1,-22.00307598,-41.66315777,SPRF-RJ,DEL08-RJ,UOP02-DEL08-RJ,24/08/2022 00:00:00,0.1,18.1,19.7,90.0,100.0,5.0,0.0
11069,471844,9/2/2022,sexta-feira,16:00:00,PR,116.0,182.0,CAMPO DO TENENTE,Chuva,Colisão transversal,Sem Vítimas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,2,0,0,0,2,0,0,2,-25.91143478,-49.591865,SPRF-PR,DEL01-PR,UOP03-DEL01-PR,02/09/2022 16:00:00,0.6,20.1,20.4,69.0,69.0,7.2,1.0
11080,471892,8/17/2022,quarta-feira,22:20:00,RS,386.0,154.0,ALMIRANTE TAMANDARE DO SUL,Chuva,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Chuva,Simples,Curva,Não,1,0,0,0,1,0,0,1,-28.111137,-52.860538,SPRF-RS,DEL08-RS,UOP01-DEL08-RS,17/08/2022 22:00:00,0.2,17.8,18.6,91.0,69.0,10.1,0.0
11098,471971,9/2/2022,sexta-feira,19:15:00,PR,116.0,26.0,CAMPINA GRANDE DO SUL,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Dupla,Curva,Não,2,0,2,0,0,0,2,2,-25.10683694,-48.785333,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,02/09/2022 19:00:00,0.1,18.9,20.2,83.0,68.0,4.6,0.0
11117,472064,9/3/2022,sábado,9:00:00,PR,376.0,412.8,TIBAGI,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Desvio Temporário,Não,1,0,0,0,1,0,0,1,-24.63783103,-50.63364744,SPRF-PR,DEL03-PR,UOP02-DEL03-PR,03/09/2022 09:00:00,1.0,16.5,16.4,92.0,100.0,13.0,1.0
11255,472760,9/6/2022,terça-feira,15:20:00,PR,116.0,42.0,CAMPINA GRANDE DO SUL,Chuva,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,-25.17611697,-48.874256,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,06/09/2022 15:00:00,1.8,15.1,15.0,93.0,100.0,9.7,1.0
11573,474186,9/13/2022,terça-feira,14:40:00,PR,376.0,185.0,SARANDI,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Múltipla,Reta,Sim,1,0,0,0,1,0,0,1,-23.45147413,-51.85361808,SPRF-PR,DEL09-PR,UOP01-DEL09-PR,13/09/2022 15:00:00,0.0,26.1,28.5,60.0,66.0,2.6,1.0
11629,474389,9/14/2022,quarta-feira,16:30:00,PR,116.0,39.0,CAMPINA GRANDE DO SUL,Chuva,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Nublado,Simples,Curva,Não,2,0,0,0,2,0,0,2,-25.160939,-48.862131,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,14/09/2022 17:00:00,0.4,13.6,13.5,99.0,100.0,8.4,1.0
11646,474449,9/14/2022,quarta-feira,19:30:00,SP,116.0,380.0,MIRACATU,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta,Não,7,0,2,1,4,0,3,4,-24.21753686,-47.36651776,SPRF-SP,DEL04-SP,UOP02-DEL04-SP,14/09/2022 20:00:00,0.7,17.5,19.4,100.0,100.0,5.5,0.0
11712,474689,9/16/2022,sexta-feira,9:50:00,RJ,393.0,258.0,BARRA DO PIRAI,Chuva,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Sim,2,0,1,0,1,0,1,2,-22.4514837,-43.82691483,SPRF-RJ,DEL05-RJ,UOP02-DEL05-RJ,16/09/2022 10:00:00,2.1,16.4,17.5,98.0,100.0,7.2,1.0
